onset_div	duration_div	pitch	step	alter	ts_beats	ts_beat_type	staff	voice	mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	duration	octave
5667	3	48	C	0	2	2	2	1	86	84	240	84b	1889/2	1/8	3
5670	3	60	C	0	2	2	2	1	87	85	241	85b	945	1/8	4
5670	6	76	E	0	2	2	1	1	87	85	241	85b	945	1/4	5
5670	6	88	E	0	2	2	1	1	87	85	241	85b	945	1/4	6
5673	3	48	C	0	2	2	2	1	87	85	241	85b	1891/2	1/8	3
5676	3	52	E	0	2	2	2	1	87	85	241	85b	946	1/8	3
5679	3	48	C	0	2	2	2	1	87	85	241	85b	1893/2	1/8	3
5682	3	52	E	0	2	2	2	1	87	85	241	85b	947	1/8	3
5685	3	48	C	0	2	2	2	1	87	85	241	85b	1895/2	1/8	3
5688	0	72	C	0	2	2	1	1	87	85	241	85b	948	0	5
5688	0	71	B	0	2	2	1	1	87	85	241	85b	948	0	4
5688	3	52	E	0	2	2	2	1	87	85	241	85b	948	1/8	3
5688	6	72	C	0	2	2	1	1	87	85	241	85b	948	1/4	5
5691	3	48	C	0	2	2	2	1	87	85	241	85b	1897/2	1/8	3
5694	3	53	F	0	2	2	2	1	88	86	242	86b	949	1/8	3
5694	6	68	A	-1	2	2	1	1	88	86	242	86b	949	1/4	4
5697	3	48	C	0	2	2	2	1	88	86	242	86b	1899/2	1/8	3
5700	3	53	F	0	2	2	2	1	88	86	242	86b	950	1/8	3
5700	6	68	A	-1	2	2	1	1	88	86	242	86b	950	1/4	4
5703	3	48	C	0	2	2	2	1	88	86	242	86b	1901/2	1/8	3
5706	3	53	F	0	2	2	2	1	88	86	242	86b	951	1/8	3
5709	3	48	C	0	2	2	2	1	88	86	242	86b	1903/2	1/8	3
5712	0	77	F	0	2	2	1	1	88	86	242	86b	952	0	5
5712	0	76	E	0	2	2	1	1	88	86	242	86b	952	0	5
5712	3	56	A	-1	2	2	2	1	88	86	242	86b	952	1/8	3
5712	6	77	F	0	2	2	1	1	88	86	242	86b	952	1/4	5
5715	3	48	C	0	2	2	2	1	88	86	242	86b	1905/2	1/8	3
5718	3	55	G	0	2	2	2	1	89	87	243	87b	953	1/8	3
5718	6	76	E	0	2	2	1	1	89	87	243	87b	953	1/4	5
5721	3	48	C	0	2	2	2	1	89	87	243	87b	1907/2	1/8	3
5724	3	55	G	0	2	2	2	1	89	87	243	87b	954	1/8	3
5724	6	76	E	0	2	2	1	1	89	87	243	87b	954	1/4	5
5727	3	48	C	0	2	2	2	1	89	87	243	87b	1909/2	1/8	3
5730	3	55	G	0	2	2	2	1	89	87	243	87b	955	1/8	3
5733	3	48	C	0	2	2	2	1	89	87	243	87b	1911/2	1/8	3
5736	0	84	C	0	2	2	1	1	89	87	243	87b	956	0	6
5736	0	83	B	0	2	2	1	1	89	87	243	87b	956	0	5
5736	3	58	B	-1	2	2	2	1	89	87	243	87b	956	1/8	3
5736	6	84	C	0	2	2	1	1	89	87	243	87b	956	1/4	6
5739	3	48	C	0	2	2	2	1	89	87	243	87b	1913/2	1/8	3
5742	3	56	A	-1	2	2	2	1	90	88	244	88b	957	1/8	3
5742	6	77	F	0	2	2	1	1	90	88	244	88b	957	1/4	5
5745	3	48	C	0	2	2	2	1	90	88	244	88b	1915/2	1/8	3
5748	3	60	C	0	2	2	2	1	90	88	244	88b	958	1/8	4
5748	6	77	F	0	2	2	1	1	90	88	244	88b	958	1/4	5
5751	3	48	C	0	2	2	2	1	90	88	244	88b	1917/2	1/8	3
5754	3	59	B	0	2	2	2	1	90	88	244	88b	959	1/8	3
5757	3	48	C	0	2	2	2	1	90	88	244	88b	1919/2	1/8	3
5760	3	62	D	0	2	2	2	1	90	88	244	88b	960	1/8	4
5760	6	77	F	0	2	2	1	1	90	88	244	88b	960	1/4	5
5760	6	89	F	0	2	2	1	1	90	88	244	88b	960	1/4	6
5763	3	48	C	0	2	2	2	1	90	88	244	88b	1921/2	1/8	3
5766	3	60	C	0	2	2	2	1	91	89	245	89b	961	1/8	4
5766	6	76	E	0	2	2	1	1	91	89	245	89b	961	1/4	5
5766	6	88	E	0	2	2	1	1	91	89	245	89b	961	1/4	6
5769	3	48	C	0	2	2	2	1	91	89	245	89b	1923/2	1/8	3
5772	3	60	C	0	2	2	2	1	91	89	245	89b	962	1/8	4
5772	6	76	E	0	2	2	1	1	91	89	245	89b	962	1/4	5
5772	6	88	E	0	2	2	1	1	91	89	245	89b	962	1/4	6
5775	3	48	C	0	2	2	2	1	91	89	245	89b	1925/2	1/8	3
5778	3	58	B	-1	2	2	2	1	91	89	245	89b	963	1/8	3
5781	3	48	C	0	2	2	2	1	91	89	245	89b	1927/2	1/8	3
5784	3	58	B	-1	2	2	2	1	91	89	245	89b	964	1/8	3
5784	6	73	D	-1	2	2	1	1	91	89	245	89b	964	1/4	5
5784	6	85	D	-1	2	2	1	1	91	89	245	89b	964	1/4	6
5787	3	48	C	0	2	2	2	1	91	89	245	89b	1929/2	1/8	3
5790	3	56	A	-1	2	2	2	1	92	90	246	90b	965	1/8	3
5790	6	72	C	0	2	2	1	1	92	90	246	90b	965	1/4	5
5790	6	84	C	0	2	2	1	1	92	90	246	90b	965	1/4	6
5793	3	48	C	0	2	2	2	1	92	90	246	90b	1931/2	1/8	3
5796	3	60	C	0	2	2	2	1	92	90	246	90b	966	1/8	4
5796	6	72	C	0	2	2	1	1	92	90	246	90b	966	1/4	5
5796	6	84	C	0	2	2	1	1	92	90	246	90b	966	1/4	6
5799	3	48	C	0	2	2	2	1	92	90	246	90b	1933/2	1/8	3
5802	3	59	B	0	2	2	2	1	92	90	246	90b	967	1/8	3
5805	3	48	C	0	2	2	2	1	92	90	246	90b	1935/2	1/8	3
5808	3	62	D	0	2	2	2	1	92	90	246	90b	968	1/8	4
5808	6	77	F	0	2	2	1	1	92	90	246	90b	968	1/4	5
5808	6	89	F	0	2	2	1	1	92	90	246	90b	968	1/4	6
5811	3	48	C	0	2	2	2	1	92	90	246	90b	1937/2	1/8	3
5814	3	60	C	0	2	2	2	1	93	91	247	91b	969	1/8	4
5814	6	76	E	0	2	2	1	1	93	91	247	91b	969	1/4	5
5814	6	88	E	0	2	2	1	1	93	91	247	91b	969	1/4	6
5817	3	48	C	0	2	2	2	1	93	91	247	91b	1939/2	1/8	3
5820	3	60	C	0	2	2	2	1	93	91	247	91b	970	1/8	4
5820	6	76	E	0	2	2	1	1	93	91	247	91b	970	1/4	5
5820	6	88	E	0	2	2	1	1	93	91	247	91b	970	1/4	6
5823	3	48	C	0	2	2	2	1	93	91	247	91b	1941/2	1/8	3
5826	3	58	B	-1	2	2	2	1	93	91	247	91b	971	1/8	3
5829	3	48	C	0	2	2	2	1	93	91	247	91b	1943/2	1/8	3
5832	3	58	B	-1	2	2	2	1	93	91	247	91b	972	1/8	3
5832	6	73	D	-1	2	2	1	1	93	91	247	91b	972	1/4	5
5832	6	85	D	-1	2	2	1	1	93	91	247	91b	972	1/4	6
5835	3	48	C	0	2	2	2	1	93	91	247	91b	1945/2	1/8	3
5838	3	56	A	-1	2	2	2	1	94	92	248	92b	973	1/8	3
5838	6	72	C	0	2	2	1	1	94	92	248	92b	973	1/4	5
5838	6	84	C	0	2	2	1	1	94	92	248	92b	973	1/4	6
5841	3	48	C	0	2	2	2	1	94	92	248	92b	1947/2	1/8	3
5844	3	60	C	0	2	2	2	1	94	92	248	92b	974	1/8	4
5844	6	72	C	0	2	2	1	1	94	92	248	92b	974	1/4	5
5844	6	84	C	0	2	2	1	1	94	92	248	92b	974	1/4	6
5847	3	48	C	0	2	2	2	1	94	92	248	92b	1949/2	1/8	3
5850	3	59	B	0	2	2	2	1	94	92	248	92b	975	1/8	3
5853	3	48	C	0	2	2	2	1	94	92	248	92b	1951/2	1/8	3
5856	3	62	D	0	2	2	2	1	94	92	248	92b	976	1/8	4
5856	6	77	F	0	2	2	1	1	94	92	248	92b	976	1/4	5
5856	6	89	F	0	2	2	1	1	94	92	248	92b	976	1/4	6
5859	3	48	C	0	2	2	2	1	94	92	248	92b	1953/2	1/8	3
5862	6	60	C	0	2	2	2	1	95	93	249	93b	977	1/4	4
5862	6	76	E	0	2	2	1	1	95	93	249	93b	977	1/4	5
5862	6	88	E	0	2	2	1	1	95	93	249	93b	977	1/4	6
5868	6	60	C	0	2	2	2	1	95	93	249	93b	978	1/4	4
5874	6	60	C	0	2	2	2	1	95	93	249	93b	979	1/4	4
5880	6	60	C	0	2	2	2	1	95	93	249	93b	980	1/4	4
5886	6	60	C	0	2	2	2	1	96	94	250	94b	981	1/4	4
5892	6	60	C	0	2	2	2	1	96	94	250	94b	982	1/4	4
5898	6	60	C	0	2	2	2	1	96	94	250	94b	983	1/4	4
5904	6	60	C	0	2	2	2	1	96	94	250	94b	984	1/4	4
5910	6	60	C	0	2	2	2	1	97	95	251	95b	985	1/4	4
5910	6	61	D	-1	2	2	2	1	97	95	251	95b	985	1/4	4
5916	6	60	C	0	2	2	2	1	97	95	251	95b	986	1/4	4
5916	6	61	D	-1	2	2	2	1	97	95	251	95b	986	1/4	4
5919	1	68	A	-1	2	2	1	1	97	95	251	95b	1973/2	1/24	4
5920	1	66	G	-1	2	2	1	1	97	95	251	95b	2960/3	1/24	4
5921	1	65	F	0	2	2	1	1	97	95	251	95b	5921/6	1/24	4
5922	6	60	C	0	2	2	2	1	97	95	251	95b	987	1/4	4
5922	6	61	D	-1	2	2	2	1	97	95	251	95b	987	1/4	4
5922	6	66	G	-1	2	2	1	1	97	95	251	95b	987	1/4	4
5928	6	60	C	0	2	2	2	1	97	95	251	95b	988	1/4	4
5928	6	61	D	-1	2	2	2	1	97	95	251	95b	988	1/4	4
5934	6	58	B	-1	2	2	2	1	98	96	252	96b	989	1/4	3
5934	6	61	D	-1	2	2	2	1	98	96	252	96b	989	1/4	4
5940	6	58	B	-1	2	2	2	1	98	96	252	96b	990	1/4	3
5940	6	61	D	-1	2	2	2	1	98	96	252	96b	990	1/4	4
5943	1	87	E	-1	2	2	1	1	98	96	252	96b	1981/2	1/24	6
5944	1	85	D	-1	2	2	1	1	98	96	252	96b	2972/3	1/24	6
5945	1	84	C	0	2	2	1	1	98	96	252	96b	5945/6	1/24	6
5946	6	58	B	-1	2	2	2	1	98	96	252	96b	991	1/4	3
5946	6	61	D	-1	2	2	2	1	98	96	252	96b	991	1/4	4
5946	6	85	D	-1	2	2	1	1	98	96	252	96b	991	1/4	6
5952	6	58	B	-1	2	2	2	1	98	96	252	96b	992	1/4	3
5952	6	61	D	-1	2	2	2	1	98	96	252	96b	992	1/4	4
5958	6	58	B	-1	2	2	2	1	99	97	253	97b	993	1/4	3
5958	6	60	C	0	2	2	2	1	99	97	253	97b	993	1/4	4
5964	6	58	B	-1	2	2	2	1	99	97	253	97b	994	1/4	3
5964	6	60	C	0	2	2	2	1	99	97	253	97b	994	1/4	4
5967	1	65	F	0	2	2	1	1	99	97	253	97b	1989/2	1/24	4
5968	1	64	E	0	2	2	1	1	99	97	253	97b	2984/3	1/24	4
5969	1	62	D	0	2	2	1	1	99	97	253	97b	5969/6	1/24	4
5970	6	58	B	-1	2	2	2	1	99	97	253	97b	995	1/4	3
5970	6	60	C	0	2	2	2	1	99	97	253	97b	995	1/4	4
5970	6	64	E	0	2	2	1	1	99	97	253	97b	995	1/4	4
5976	6	58	B	-1	2	2	2	1	99	97	253	97b	996	1/4	3
5976	6	60	C	0	2	2	2	1	99	97	253	97b	996	1/4	4
5982	6	56	A	-1	2	2	2	1	100	98	254	98b	997	1/4	3
5982	6	60	C	0	2	2	2	1	100	98	254	98b	997	1/4	4
5988	6	56	A	-1	2	2	2	1	100	98	254	98b	998	1/4	3
5988	6	60	C	0	2	2	2	1	100	98	254	98b	998	1/4	4
5991	1	85	D	-1	2	2	1	1	100	98	254	98b	1997/2	1/24	6
5992	1	84	C	0	2	2	1	1	100	98	254	98b	2996/3	1/24	6
5993	1	83	B	0	2	2	1	1	100	98	254	98b	5993/6	1/24	5
5994	6	56	A	-1	2	2	2	1	100	98	254	98b	999	1/4	3
5994	6	60	C	0	2	2	2	1	100	98	254	98b	999	1/4	4
5994	6	84	C	0	2	2	1	1	100	98	254	98b	999	1/4	6
6000	6	56	A	-1	2	2	2	1	100	98	254	98b	1000	1/4	3
6000	6	60	C	0	2	2	2	1	100	98	254	98b	1000	1/4	4
6006	6	56	A	-1	2	2	2	1	101	99	255	99b	1001	1/4	3
6006	6	58	B	-1	2	2	2	1	101	99	255	99b	1001	1/4	3
6012	6	56	A	-1	2	2	2	1	101	99	255	99b	1002	1/4	3
6012	6	58	B	-1	2	2	2	1	101	99	255	99b	1002	1/4	3
6015	1	63	E	-1	2	2	1	1	101	99	255	99b	2005/2	1/24	4
6016	1	62	D	0	2	2	1	1	101	99	255	99b	3008/3	1/24	4
6017	1	60	C	0	2	2	1	1	101	99	255	99b	6017/6	1/24	4
6018	6	56	A	-1	2	2	2	1	101	99	255	99b	1003	1/4	3
6018	6	58	B	-1	2	2	2	1	101	99	255	99b	1003	1/4	3
6018	6	62	D	0	2	2	1	1	101	99	255	99b	1003	1/4	4
6024	6	56	A	-1	2	2	2	1	101	99	255	99b	1004	1/4	3
6024	6	58	B	-1	2	2	2	1	101	99	255	99b	1004	1/4	3
6030	6	55	G	0	2	2	2	1	102	100	256	100b	1005	1/4	3
6030	6	58	B	-1	2	2	2	1	102	100	256	100b	1005	1/4	3
6030	6	64	E	0	2	2	2	1	102	100	256	100b	1005	1/4	4
6036	6	55	G	0	2	2	2	1	102	100	256	100b	1006	1/4	3
6036	6	58	B	-1	2	2	2	1	102	100	256	100b	1006	1/4	3
6036	6	64	E	0	2	2	2	1	102	100	256	100b	1006	1/4	4
6039	1	84	C	0	2	2	1	1	102	100	256	100b	2013/2	1/24	6
6040	1	82	B	-1	2	2	1	1	102	100	256	100b	3020/3	1/24	5
6041	1	81	A	0	2	2	1	1	102	100	256	100b	6041/6	1/24	5
6042	6	55	G	0	2	2	2	1	102	100	256	100b	1007	1/4	3
6042	6	58	B	-1	2	2	2	1	102	100	256	100b	1007	1/4	3
6042	6	64	E	0	2	2	2	1	102	100	256	100b	1007	1/4	4
6042	6	82	B	-1	2	2	1	1	102	100	256	100b	1007	1/4	5
6048	6	55	G	0	2	2	2	1	102	100	256	100b	1008	1/4	3
6048	6	58	B	-1	2	2	2	1	102	100	256	100b	1008	1/4	3
6048	6	64	E	0	2	2	2	1	102	100	256	100b	1008	1/4	4
6054	6	53	F	0	2	2	2	1	103	101	257	101b	1009	1/4	3
6054	6	56	A	-1	2	2	2	1	103	101	257	101b	1009	1/4	3
6054	6	60	C	0	2	2	2	1	103	101	257	101b	1009	1/4	4
6054	6	65	F	0	2	2	1	1	103	101	257	101b	1009	1/4	4
6060	6	68	A	-1	2	2	1	1	103	101	257	101b	1010	1/4	4
6066	6	72	C	0	2	2	1	1	103	101	257	101b	1011	1/4	5
6072	6	77	F	0	2	2	1	1	103	101	257	101b	1012	1/4	5
6078	9	80	A	-1	2	2	1	1	104	102	258	102b	1013	3/8	5
6084	6	53	F	0	2	2	2	1	104	102	258	102b	1014	1/4	3
6084	6	56	A	-1	2	2	2	1	104	102	258	102b	1014	1/4	3
6084	6	60	C	0	2	2	2	1	104	102	258	102b	1014	1/4	4
6087	1	79	G	0	2	2	1	1	104	102	258	102b	2029/2	1/24	5
6088	1	77	F	0	2	2	1	1	104	102	258	102b	3044/3	1/24	5
6089	1	76	E	0	2	2	1	1	104	102	258	102b	6089/6	1/24	5
6090	6	53	F	0	2	2	2	1	104	102	258	102b	1015	1/4	3
6090	6	56	A	-1	2	2	2	1	104	102	258	102b	1015	1/4	3
6090	6	60	C	0	2	2	2	1	104	102	258	102b	1015	1/4	4
6090	6	77	F	0	2	2	1	1	104	102	258	102b	1015	1/4	5
6096	6	53	F	0	2	2	2	1	104	102	258	102b	1016	1/4	3
6096	6	56	A	-1	2	2	2	1	104	102	258	102b	1016	1/4	3
6096	6	60	C	0	2	2	2	1	104	102	258	102b	1016	1/4	4
6102	6	52	E	0	2	2	2	1	105	103	259	103b	1017	1/4	3
6102	6	55	G	0	2	2	2	1	105	103	259	103b	1017	1/4	3
6102	6	58	B	-1	2	2	2	1	105	103	259	103b	1017	1/4	3
6102	6	60	C	0	2	2	2	1	105	103	259	103b	1017	1/4	4
6102	6	67	G	0	2	2	1	1	105	103	259	103b	1017	1/4	4
6108	6	72	C	0	2	2	1	1	105	103	259	103b	1018	1/4	5
6114	6	76	E	0	2	2	1	1	105	103	259	103b	1019	1/4	5
6120	6	79	G	0	2	2	1	1	105	103	259	103b	1020	1/4	5
6126	9	82	B	-1	2	2	1	1	106	104	260	104b	1021	3/8	5
6132	6	52	E	0	2	2	2	1	106	104	260	104b	1022	1/4	3
6132	6	55	G	0	2	2	2	1	106	104	260	104b	1022	1/4	3
6132	6	58	B	-1	2	2	2	1	106	104	260	104b	1022	1/4	3
6132	6	60	C	0	2	2	2	1	106	104	260	104b	1022	1/4	4
6135	1	80	A	-1	2	2	1	1	106	104	260	104b	2045/2	1/24	5
6136	1	79	G	0	2	2	1	1	106	104	260	104b	3068/3	1/24	5
6137	1	77	F	0	2	2	1	1	106	104	260	104b	6137/6	1/24	5
6138	6	52	E	0	2	2	2	1	106	104	260	104b	1023	1/4	3
6138	6	55	G	0	2	2	2	1	106	104	260	104b	1023	1/4	3
6138	6	58	B	-1	2	2	2	1	106	104	260	104b	1023	1/4	3
6138	6	60	C	0	2	2	2	1	106	104	260	104b	1023	1/4	4
6138	6	79	G	0	2	2	1	1	106	104	260	104b	1023	1/4	5
6144	6	52	E	0	2	2	2	1	106	104	260	104b	1024	1/4	3
6144	6	55	G	0	2	2	2	1	106	104	260	104b	1024	1/4	3
6144	6	58	B	-1	2	2	2	1	106	104	260	104b	1024	1/4	3
6144	6	60	C	0	2	2	2	1	106	104	260	104b	1024	1/4	4
6150	0	72	C	0	2	2	1	1	107	105	261	105b	1025	0	5
6150	12	53	F	0	2	2	2	1	107	105	261	105b	1025	1/2	3
6150	12	56	A	-1	2	2	2	1	107	105	261	105b	1025	1/2	3
6150	12	60	C	0	2	2	2	1	107	105	261	105b	1025	1/2	4
6150	9	80	A	-1	2	2	1	1	107	105	261	105b	1025	3/8	5
6159	1	79	G	0	2	2	1	1	107	105	261	105b	2053/2	1/24	5
6160	1	77	F	0	2	2	1	1	107	105	261	105b	3080/3	1/24	5
6161	1	76	E	0	2	2	1	1	107	105	261	105b	6161/6	1/24	5
6162	6	77	F	0	2	2	1	1	107	105	261	105b	1027	1/4	5
6174	0	72	C	0	2	2	1	1	108	106	262	106b	1029	0	5
6174	12	55	G	0	2	2	2	1	108	106	262	106b	1029	1/2	3
6174	12	58	B	-1	2	2	2	1	108	106	262	106b	1029	1/2	3
6174	12	64	E	0	2	2	2	1	108	106	262	106b	1029	1/2	4
6174	9	82	B	-1	2	2	1	1	108	106	262	106b	1029	3/8	5
6183	1	80	A	-1	2	2	1	1	108	106	262	106b	2061/2	1/24	5
6184	1	79	G	0	2	2	1	1	108	106	262	106b	3092/3	1/24	5
6185	1	77	F	0	2	2	1	1	108	106	262	106b	6185/6	1/24	5
6186	6	79	G	0	2	2	1	1	108	106	262	106b	1031	1/4	5
6198	6	56	A	-1	2	2	2	1	109	107	263	107b	1033	1/4	3
6198	6	60	C	0	2	2	2	1	109	107	263	107b	1033	1/4	4
6198	6	65	F	0	2	2	2	1	109	107	263	107b	1033	1/4	4
6198	12	72	C	0	2	2	1	1	109	107	263	107b	1033	1/2	5
6198	12	77	F	0	2	2	1	1	109	107	263	107b	1033	1/2	5
6198	12	80	A	-1	2	2	1	1	109	107	263	107b	1033	1/2	5
6198	12	84	C	0	2	2	1	1	109	107	263	107b	1033	1/2	6
6210	6	58	B	-1	2	2	2	1	109	107	263	107b	1035	1/4	3
6210	6	61	D	-1	2	2	2	1	109	107	263	107b	1035	1/4	4
6210	6	67	G	0	2	2	2	1	109	107	263	107b	1035	1/4	4
6210	3	82	B	-1	2	2	1	1	109	107	263	107b	1035	1/8	5
6213	3	80	A	-1	2	2	1	1	109	107	263	107b	2071/2	1/8	5
6216	3	79	G	0	2	2	1	1	109	107	263	107b	1036	1/8	5
6219	3	77	F	0	2	2	1	1	109	107	263	107b	2073/2	1/8	5
6222	0	76	E	0	2	2	1	1	110	108	264	108b	1037	0	5
6222	0	77	F	0	2	2	1	1	110	108	264	108b	1037	0	5
6222	0	79	G	0	2	2	1	1	110	108	264	108b	1037	0	5
6222	6	60	C	0	2	2	2	1	110	108	264	108b	1037	1/4	4
6222	6	67	G	0	2	2	2	1	110	108	264	108b	1037	1/4	4
6222	6	77	F	0	2	2	1	1	110	108	264	108b	1037	1/4	5
6228	6	76	E	0	2	2	1	1	110	108	264	108b	1038	1/4	5
6240	6	48	C	0	2	2	2	1	110	108	264	108b	1040	1/4	3
6246	6	53	F	0	2	2	2	1	111	109	265	109b	1041	1/4	3
6252	6	56	A	-1	2	2	2	1	111	109	265	109b	1042	1/4	3
6258	6	60	C	0	2	2	2	1	111	109	265	109b	1043	1/4	4
6264	6	65	F	0	2	2	2	1	111	109	265	109b	1044	1/4	4
6270	9	68	A	-1	2	2	2	1	112	110	266	110b	1045	3/8	4
6279	1	67	G	0	2	2	2	1	112	110	266	110b	2093/2	1/24	4
6280	1	65	F	0	2	2	2	1	112	110	266	110b	3140/3	1/24	4
6281	1	64	E	0	2	2	2	1	112	110	266	110b	6281/6	1/24	4
6282	6	65	F	0	2	2	2	1	112	110	266	110b	1047	1/4	4
6288	6	65	F	0	2	2	2	1	112	110	266	110b	1048	1/4	4
6294	24	65	F	0	2	2	2	1	113	111	267	111b	1049	1	4
6294	24	66	G	-1	2	2	2	1	113	111	267	111b	1049	1	4
6294	9	82	B	-1	2	2	1	1	113	111	267	111b	1049	3/8	5
6303	1	80	A	-1	2	2	1	1	113	111	267	111b	2101/2	1/24	5
6304	1	78	G	-1	2	2	1	1	113	111	267	111b	3152/3	1/24	5
6305	1	77	F	0	2	2	1	1	113	111	267	111b	6305/6	1/24	5
6306	6	78	G	-1	2	2	1	1	113	111	267	111b	1051	1/4	5
6312	6	78	G	-1	2	2	1	1	113	111	267	111b	1052	1/4	5
6318	24	63	E	-1	2	2	2	1	114	112	268	112b	1053	1	4
6318	24	66	G	-1	2	2	2	1	114	112	268	112b	1053	1	4
6318	24	78	G	-1	2	2	1	1	114	112	268	112b	1053	1	5
6327	1	73	D	-1	2	2	1	2	114	112	268	112b	2109/2	1/24	5
6328	1	72	C	0	2	2	1	2	114	112	268	112b	3164/3	1/24	5
6329	1	71	B	0	2	2	1	2	114	112	268	112b	6329/6	1/24	4
6330	6	72	C	0	2	2	1	2	114	112	268	112b	1055	1/4	5
6336	6	72	C	0	2	2	1	2	114	112	268	112b	1056	1/4	5
6342	24	63	E	-1	2	2	2	1	115	113	269	113b	1057	1	4
6342	24	69	A	0	2	2	2	1	115	113	269	113b	1057	1	4
6342	24	72	C	0	2	2	1	2	115	113	269	113b	1057	1	5
6342	9	78	G	-1	2	2	1	1	115	113	269	113b	1057	3/8	5
6351	1	78	G	-1	2	2	1	1	115	113	269	113b	2117/2	1/24	5
6352	1	77	F	0	2	2	1	1	115	113	269	113b	3176/3	1/24	5
6353	1	76	E	0	2	2	1	1	115	113	269	113b	6353/6	1/24	5
6354	6	77	F	0	2	2	1	1	115	113	269	113b	1059	1/4	5
6360	6	77	F	0	2	2	1	1	115	113	269	113b	1060	1/4	5
6366	24	61	D	-1	2	2	2	1	116	114	270	114b	1061	1	4
6366	24	65	F	0	2	2	2	1	116	114	270	114b	1061	1	4
6366	9	72	C	0	2	2	1	2	116	114	270	114b	1061	3/8	5
6366	24	77	F	0	2	2	1	1	116	114	270	114b	1061	1	5
6375	1	72	C	0	2	2	1	2	116	114	270	114b	2125/2	1/24	5
6376	1	70	B	-1	2	2	1	2	116	114	270	114b	3188/3	1/24	4
6377	1	69	A	0	2	2	1	2	116	114	270	114b	6377/6	1/24	4
6378	6	70	B	-1	2	2	1	2	116	114	270	114b	1063	1/4	4
6384	6	70	B	-1	2	2	1	2	116	114	270	114b	1064	1/4	4
6390	24	62	D	0	2	2	2	2	117	115	271	115b	1065	1	4
6390	18	65	F	0	2	2	2	1	117	115	271	115b	1065	3/4	4
6390	24	71	B	0	2	2	1	2	117	115	271	115b	1065	1	4
6399	1	79	G	0	2	2	1	1	117	115	271	115b	2133/2	1/24	5
6400	1	77	F	0	2	2	1	1	117	115	271	115b	3200/3	1/24	5
6401	1	76	E	0	2	2	1	1	117	115	271	115b	6401/6	1/24	5
6402	6	77	F	0	2	2	1	1	117	115	271	115b	1067	1/4	5
6408	6	64	E	0	2	2	2	1	117	115	271	115b	1068	1/4	4
6408	6	79	G	0	2	2	1	1	117	115	271	115b	1068	1/4	5
6414	24	62	D	0	2	2	2	2	118	116	272	116b	1069	1	4
6414	6	65	F	0	2	2	2	1	118	116	272	116b	1069	1/4	4
6414	6	80	A	-1	2	2	1	1	118	116	272	116b	1069	1/4	5
6420	6	67	G	0	2	2	2	1	118	116	272	116b	1070	1/4	4
6420	6	76	E	0	2	2	1	1	118	116	272	116b	1070	1/4	5
6426	6	68	A	-1	2	2	2	1	118	116	272	116b	1071	1/4	4
6426	6	77	F	0	2	2	1	1	118	116	272	116b	1071	1/4	5
6432	6	65	F	0	2	2	2	1	118	116	272	116b	1072	1/4	4
6432	6	71	B	0	2	2	1	1	118	116	272	116b	1072	1/4	4
6438	24	60	C	0	2	2	2	2	119	117	273	117b	1073	1	4
6438	6	64	E	0	2	2	2	1	119	117	273	117b	1073	1/4	4
6438	6	72	C	0	2	2	1	1	119	117	273	117b	1073	1/4	5
6444	6	67	G	0	2	2	2	1	119	117	273	117b	1074	1/4	4
6444	6	76	E	0	2	2	1	1	119	117	273	117b	1074	1/4	5
6450	6	65	F	0	2	2	2	1	119	117	273	117b	1075	1/4	4
6450	6	77	F	0	2	2	1	1	119	117	273	117b	1075	1/4	5
6456	6	64	E	0	2	2	2	1	119	117	273	117b	1076	1/4	4
6456	6	79	G	0	2	2	1	1	119	117	273	117b	1076	1/4	5
6462	12	60	C	0	2	2	2	2	120	118	274	118b	1077	1/2	4
6462	6	65	F	0	2	2	2	1	120	118	274	118b	1077	1/4	4
6462	6	80	A	-1	2	2	1	1	120	118	274	118b	1077	1/4	5
6468	6	70	B	-1	2	2	2	1	120	118	274	118b	1078	1/4	4
6468	6	76	E	0	2	2	1	1	120	118	274	118b	1078	1/4	5
6474	12	61	D	-1	2	2	2	2	120	118	274	118b	1079	1/2	4
6474	6	68	A	-1	2	2	2	1	120	118	274	118b	1079	1/4	4
6474	6	77	F	0	2	2	1	1	120	118	274	118b	1079	1/4	5
6480	6	65	F	0	2	2	2	1	120	118	274	118b	1080	1/4	4
6480	6	71	B	0	2	2	1	1	120	118	274	118b	1080	1/4	4
6486	3	48	C	0	2	2	2	1	121	119	275	119b	1081	1/8	3
6486	6	64	E	0	2	2	1	1	121	119	275	119b	1081	1/4	4
6486	6	72	C	0	2	2	1	1	121	119	275	119b	1081	1/4	5
6489	3	60	C	0	2	2	2	1	121	119	275	119b	2163/2	1/8	4
6492	3	48	C	0	2	2	2	1	121	119	275	119b	1082	1/8	3
6495	3	60	C	0	2	2	2	1	121	119	275	119b	2165/2	1/8	4
6498	3	48	C	0	2	2	2	1	121	119	275	119b	1083	1/8	3
6501	3	60	C	0	2	2	2	1	121	119	275	119b	2167/2	1/8	4
6504	3	48	C	0	2	2	2	1	121	119	275	119b	1084	1/8	3
6504	6	73	D	-1	2	2	1	1	121	119	275	119b	1084	1/4	5
6507	3	60	C	0	2	2	2	1	121	119	275	119b	2169/2	1/8	4
6510	3	48	C	0	2	2	2	1	122	120	276	120b	1085	1/8	3
